Changes detected in row 324. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: F110=>F110
Changes detected in row 325. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: =>, Engine Program: CF6-6=>CF6-6
Changes detected in row 326. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: =>, Engine Program: CF6-6=>CF6-6
Changes detected in row 327. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: =>, Engine Program: CF6-6=>CF6-6
Changes detected in row 328. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 329. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: F404=>F404
Changes detected in row 330. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=8=>1=8, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: CF6-6=>CF6-6
Changes detected in row 331. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 7.5=>7.5, Weight Type: #N/A=>#N/A, Spec: B50TF15=>B50TF15, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 332. Values changed- Billet Diameter: 8=>8, Alloy: HAST X=>HAST X, Weight: 131.3=>131.3, Weight Type: Yielded=>Yielded, Spec: AMS 5754=>AMS 5754, Yield: 1=4=>1=4, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 333. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=8=>1=8, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 334. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=8=>1=8, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 335. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=8=>1=8, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 336. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 23.3=>23.3, Weight Type: #N/A=>#N/A, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: Ni=>Ni, Engine Program: F110-100=>F110-100
Changes detected in row 337. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: CF34=>CF34
Changes detected in row 338. Values changed- Billet Diameter: 0=>0, Alloy: I-718=>I-718, Weight: 15.157=>15.157, Weight Type: Bar=>Bar, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 339. Values changed- Billet Diameter: 10=>10, Alloy: 718=>718, Weight: 331.9=>331.9, Weight Type: #N/A=>#N/A, Spec: B50TF15=>B50TF15, Yield: 1=9=>1=9, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 340. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: GE-PASSPORT=>GE-PASSPORT
Changes detected in row 341. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: F404=>F404
Changes detected in row 342. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 343. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 344. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: F110-100=>F110-100
Changes detected in row 345. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: F110-100=>F110-100
Changes detected in row 346. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: T64=>T64
Changes detected in row 347. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: F404=>F404
Changes detected in row 348. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: T64/CT64=>T64/CT64
Changes detected in row 349. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 350. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: #N/A=>#N/A
Changes detected in row 351. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: GE90=>GE90
Changes detected in row 352. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: =>, Engine Program: GE90=>GE90
Changes detected in row 353. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: LM2500+=>LM2500+
Changes detected in row 354. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: =>, Engine Program: LM2500+=>LM2500+
Changes detected in row 355. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: LM=>LM
Changes detected in row 398. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: 0=>0
Changes detected in row 399. Values changed- Billet Diameter: #N/A=>#N/A, Alloy: #N/A=>#N/A, Weight: #N/A=>#N/A, Weight Type: #N/A=>#N/A, Spec: #N/A=>#N/A, Yield: 1=1=>1=1, QPE: =>, R/M Type:  Forging_Closed_Die_F => Forging_Closed_Die_F , Alloy Family: 0=>0, Engine Program: T64=>T64
Changes detected in row 430. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: CFM56=>CFM56
Changes detected in row 431. Values changed- Billet Diameter: 6=>6, Alloy: X750=>X750, Weight: 79.0=>79.0, Weight Type: 0=>0, Spec: AMS 5668=>AMS 5668, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: Genx=>Genx
Changes detected in row 432. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_Welded_W=>Forging_Ring_Welded_W, Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 433. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_Welded_W=>Forging_Ring_Welded_W, Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 434. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 26.7=>26.7, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 435. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 26.7=>26.7, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 436. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 26.7=>26.7, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: GE90=>GE90
Changes detected in row 437. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 148.0=>148.0, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_Welded_W=>Forging_Ring_Welded_W, Alloy Family: Ni=>Ni, Engine Program: #N/A=>#N/A
Changes detected in row 438. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 148.0=>148.0, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_Welded_W=>Forging_Ring_Welded_W, Alloy Family: Ni=>Ni, Engine Program: #N/A=>#N/A
Changes detected in row 439. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 148.0=>148.0, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1.00=>1.00, QPE: =>, R/M Type: Forging_Ring_Welded_W=>Forging_Ring_Welded_W, Alloy Family: Ni=>Ni, Engine Program: #N/A=>#N/A
Changes detected in row 446. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 15.9=>15.9, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 452. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=9=>1=9, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: F110=>F110
Changes detected in row 458. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 92.7=>92.7, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: "CF6-6, LM6000"=>"CF6-6, LM6000"
Changes detected in row 459. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 92.7=>92.7, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: "CF6-6, LM6000"=>"CF6-6, LM6000"
Changes detected in row 469. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: LM2500=>LM2500
Changes detected in row 471. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 32.5=>32.5, Weight Type: 0=>0, Spec: B50TF15 CL-A=>B50TF15 CL-A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 472. Values changed- Billet Diameter: 6=>6, Alloy: INC 600=>INC 600, Weight: 3.23=>3.23, Weight Type: Yielded=>Yielded, Spec: AMS 5665=>AMS 5665, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 474. Values changed- Billet Diameter: 0=>0, Alloy: INC 600=>INC 600, Weight: 2.25=>2.25, Weight Type: 0=>0, Spec: AMS 5665=>AMS 5665, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: CF34=>CF34
Changes detected in row 475. Values changed- Billet Diameter: 6=>6, Alloy: 718=>718, Weight: 15.9=>15.9, Weight Type: Yielded=>Yielded, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: Ni=>Ni, Engine Program: CF34=>CF34
Changes detected in row 476. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 11.16=>11.16, Weight Type: 0=>0, Spec: B50TF15 CL-F=>B50TF15 CL-F, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 477. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 478. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 23.13=>23.13, Weight Type: 0=>0, Spec: B50TF15 CL_F=>B50TF15 CL_F, Yield: 1=9=>1=9, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: CFM56-5/-7=>CFM56-5/-7
Changes detected in row 479. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 480. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 481. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 482. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 483. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 484. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 485. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 486. Values changed- Billet Diameter: 0=>0, Alloy: 347 SS=>347 SS, Weight: 11.84=>11.84, Weight Type: 0=>0, Spec: AMS 5646=>AMS 5646, Yield: 1=12=>1=12, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 487. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 43.89=>43.89, Weight Type: 0=>0, Spec: B50TF15 CL-D=>B50TF15 CL-D, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: =>
Changes detected in row 488. Values changed- Billet Diameter: 0=>0, Alloy: INC 718=>INC 718, Weight: 32.5=>32.5, Weight Type: 0=>0, Spec: B50TF15 CL-A=>B50TF15 CL-A, Yield: 1=1=>1=1, QPE: =>, R/M Type: Flash Welded=>Flash Welded, Alloy Family: 0=>0, Engine Program: CF6=>CF6
Changes detected in row 489. Values changed- Billet Diameter: 6=>6, Alloy: 718TM=>718TM, Weight: 42.0=>42.0, Weight Type: Yielded=>Yielded, Spec: C50TF103=>C50TF103, Yield: 1=1=>1=1, QPE: =>, R/M Type: SEAL FORGING(FOR 1319M17P02)=>SEAL FORGING(FOR 1319M17P02), Alloy Family: Ni=>Ni, Engine Program: CFM56P    =>CFM56P    
Changes detected in row 490. Values changed- Billet Diameter: 6.375=>6.375, Alloy: 4340VAR=>4340VAR, Weight: 90.1=>90.1, Weight Type: 0=>0, Spec: AMS 6414=>AMS 6414, Yield: 1=7=>1=7, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 491. Values changed- Billet Diameter: 6.375=>6.375, Alloy: 4340VAR=>4340VAR, Weight: 90.1=>90.1, Weight Type: 0=>0, Spec: AMS 6414=>AMS 6414, Yield: 1=7=>1=7, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: GE90=>GE90
Changes detected in row 494. Values changed- Billet Diameter: 6=>6, Alloy: 718TM=>718TM, Weight: 56.0=>56.0, Weight Type: Yielded=>Yielded, Spec: C50TF104=>C50TF104, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: CF34-10E=>CF34-10E
Changes detected in row 495. Values changed- Billet Diameter: 0=>0, Alloy: 0=>0, Weight: 0=>0, Weight Type: 0=>0, Spec: 0=>0, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Closed_Die_F=>Forging_Closed_Die_F, Alloy Family: 0=>0, Engine Program: CFM56-5/-7=>CFM56-5/-7
Changes detected in row 496. Values changed- Billet Diameter: 6=>6, Alloy: Ti 6-4=>Ti 6-4, Weight: 26.0=>26.0, Weight Type: Yielded=>Yielded, Spec: AMS 4928=>AMS 4928, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ti=>Ti, Engine Program: GEnx=>GEnx
Changes detected in row 501. Values changed- Billet Diameter: 0=>0, Alloy: 15-5PH=>15-5PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5659=>AMS 5659, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 15-5PH=>15-5PH, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 502. Values changed- Billet Diameter: 0=>0, Alloy: 15-5PH=>15-5PH, Weight: 0=>0, Weight Type: 0=>0, Spec: AMS 5659=>AMS 5659, Yield: 1=1=>1=1, QPE: 1=>1, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: 15-5 PH=>15-5 PH, Engine Program: Leap-1B=>Leap-1B
Changes detected in row 503. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 20.0=>20.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=8=>1=8, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
Changes detected in row 504. Values changed- Billet Diameter: 8=>8, Alloy: 17.4PH=>17.4PH, Weight: 20.0=>20.0, Weight Type: Yielded=>Yielded, Spec: AMS 5643=>AMS 5643, Yield: 1=8=>1=8, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
Changes detected in row 505. Values changed- Billet Diameter: 3=>3, Alloy: WASP=>WASP, Weight: 0.2=>0.2, Weight Type: Yielded=>Yielded, Spec: AMS 5707=>AMS 5707, Yield: 1=6=4=>1=6=4, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: "CT7-9, T700"=>"CT7-9, T700"
Changes detected in row 506. Values changed- Billet Diameter: 3=>3, Alloy: WASP=>WASP, Weight: 13.0=>13.0, Weight Type: Yielded=>Yielded, Spec: AMS 5707=>AMS 5707, Yield: 1=6=4=>1=6=4, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: "CT7-9, T700"=>"CT7-9, T700"
Changes detected in row 507. Values changed- Billet Diameter: 12=>12, Alloy: 718=>718, Weight: 91.7=>91.7, Weight Type: 0=>0, Spec: B50TF15=>B50TF15, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: Ni=>Ni, Engine Program: LM2500=>LM2500
Changes detected in row 508. Values changed- Billet Diameter: 12=>12, Alloy: 304=>304, Weight: 163.7=>163.7, Weight Type: 0=>0, Spec: AMS 5647=>AMS 5647, Yield: 1=1=>1=1, QPE: =>, R/M Type: Forging_Ring_Seamless_or_Welded_W=>Forging_Ring_Seamless_or_Welded_W, Alloy Family: St=>St, Engine Program: LM2500=>LM2500
