Item #,LTA,Site,2011 Defla-tion,2012 Defla-tion,2013 Defla-tion,2014 Defla-tion,2015 Defla-tion,2016 Defla-tion,2017 Defla-tion,Alloy Family,Alloy,Spec,Billet Dia.,Engine Program,GE P/N,Forging P/N,FR Site P/N,Alternate P/N,Nomenclature,Machining Source #1,Machining Source #2,Machining Source #3,Singles per Sleeve,Segments per Single, 2011 Price per Part ,2012 Price per Part,2013 Price per Part,2014 Price per Part,2015 Price per Part,2016 Price per Part,2017 Price per Part,Comments
258,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,410,AMS 5613,7,GE90-115B,1963M20P01,1963M20P01,1200320,,,Jet Industries,Quest ,,,, $122 ,$121.12,$120.52,$118.10,$115.74,$113.43,$111.16,
259,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,4,GE90-115B,1963M21G01,1963M21G01,1050719,,,Moeller,US Aeroteam,B&F,,, $212 ,$211.03,$209.98,$205.78,$201.66,$197.63,$193.68,
261,Base - 1,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,7,GE90-115B,1963M29P01,1963M29P01,,,,Guizhou Liyang,Shenyang Liming,,,, $386 ,$384.56,$371.00,$363.58,$356.31,$349.18,$342.20,GE requested transfer from FRM to FRC by 1/2013-reduced VA by 5% per MOA
264,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,M250,B50TF95,8,GE90-94B/115B,1963M42P02/1685M97P04,17A190-045P01,,,,Barnes,Hindustan,,,," $3,260 ","$3,243.77","$3,227.55","$3,163.00","$3,099.74","$3,037.74","$2,976.99",Corrected deflation 7/27/09
265,2014 Ext,FMI,0.00%,0.00%,0.00%,-2.00%,-2.00%,-2.00%,-2.00%,St,15.5PH,AMS 5659,8,GE90-115B,2469M35P01,17A190-045P02,,,,Barnes-Windsor,,,,,,"$1,953.00","$1,953.00","$1,913.94","$1,875.66","$1,838.15","$1,801.39",Added 2/5/2013
267,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,B50TF31,8,CFM56-2/3,1968M73P04,0,,,,GKN Teleflex,,,,," $3,594 ","$3,468.23","$3,346.85","$3,279.91","$3,214.31","$3,150.02","$3,087.02",
272,Base - 1,FMI,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GE90-94B,2004M23P01,1963D01,,,,Barnes,,,,," $14,481 ","$13,901.66","$13,345.60","$13,078.68","$12,817.11","$12,560.77","$12,309.55",COS is 1=20
275,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,6,CF34,2028M90G01,2028M90G03-2,,,,Paradigm-AZ,,,,, $86 ,$85.92,$85.50,$83.79,$82.11,$80.47,$78.86,
276,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,7,CF34,2028M90G01,2028M90G03-3,,,,Paradigm-AZ,,,,, $87 ,$86.89,$86.46,$84.73,$83.03,$81.37,$79.74,
284,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,4,GP7200,2032M79P01,2032M79P01MR7,1207055,,,UEC-Asheville,,,1=6,, $602 ,$581.21,$560.87,$549.65,$538.66,$527.89,$517.33,sell as sleeve
286,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,GP7200,2041M85P01,0,,,,APPI,,,,," $1,127 ","$1,121.44","$1,115.83","$1,093.51","$1,071.64","$1,050.21","$1,029.21",
287,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,GP7200,2041M90P01,0,1211015,,,APPI,,,,, $314 ,$312.68,$311.12,$304.90,$298.80,$292.82,$286.97,
289,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,4,CF34,2044M72P01,0,1209878,,,APPI,,,,, $332 ,$330.05,$328.40,$321.83,$315.40,$309.09,$302.91,
299,Base - 1,FRC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,CF34-10,2070M52G03 / G04,2070M52G01SC,GE-2070M52G01SC,,,UEC-Suzhou,,,,," $4,728 ","$4,562.75","$4,403.05","$4,314.99","$4,228.69","$4,144.12","$4,061.23",
301,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF34-8,2070M84G01,T00149-01,1200289,,,TEI,,,,, $345 ,$332.92,$321.26,$314.84,$308.54,$302.37,$296.32,
302,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF34-8,2070M85G01,T00150-01,1200287,,,TEI,,,,, $479 ,$462.18,$446.00,$437.08,$428.34,$419.77,$411.38,
303,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CF34-8,2070M85G01,T00151-01,1200290,,,TEI,,,,, $353 ,$340.61,$328.69,$322.11,$315.67,$309.36,$303.17,
309,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7075,AMS 4311,19,GP7200,2136M10G04/2073M23G03,4013537-171P01,,,,B&F,Gros-ite,,,," $5,147 ","$5,121.70","$5,096.09","$4,994.17","$4,894.28","$4,796.40","$4,700.47",
317,Base - 1,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,12,GE90-115B,2082M77G02,2082M77G02,,,,Barnes,UEC-Asheville,,,," $4,581 ","$4,397.92","$4,222.00","$4,137.56","$4,054.81","$3,973.71","$3,894.24",Reflects testing cost reduction
319,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,6,GE90-94B,2082M79G03,2324D04 / 2061M13P01,1212568,,Outlet Guide Vane,AIDC,Hansen,,,, $959 ,$925.17,$892.79,$874.93,$857.44,$840.29,$823.48,
320,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718R,C50TF37,3,GE90-115B,2087M29P01/1709M50P03,1552D01,1211030,,,Barnes,Berkshire,Turbomecanica,,, $394 ,$379.79,$366.50,$359.17,$351.98,$344.94,$338.04,
321,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF103,6,F110,2087M85P02,2116M10P01,1211073, ,,TEI,GE Aviation,,,," $1,144 ","$1,103.66","$1,065.03","$1,043.73","$1,022.86","$1,002.40",$982.35,
323,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4144,23,CF34,2091M28G01,2091M28G01,,,,Middleton,,,,," $9,838 ","$9,788.67","$9,739.73","$9,544.93","$9,354.03","$9,166.95","$8,983.61",
329,Base - 1,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,6,T64,3008T38P04,3008T38P04,,,,Jet Industries,,,,," $1,015 ",$979.60,$945.32,$926.41,$907.88,$889.72,$871.93,
330,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP R,C50TF90,6,T64,3008T52P02,4011T38,,,,Paradigm-AZ,,,,," $2,125 ","$2,050.83","$1,979.05","$1,939.47","$1,900.68","$1,862.67","$1,825.41",
336,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,19.5,CF34-8,3066T15P02P03,10042958P01,,,,Paradigm,,,,," $3,166 ","$3,150.25","$3,134.50","$3,071.81","$3,010.38","$2,950.17","$2,891.17",
338,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,X750,B50T1232,4,T58,4002T91P01,4002T91P01SR,,,,UEC-Asheville,,,,, $361 ,$348.20,$336.02,$329.30,$322.71,$316.26,$309.93,
340,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,722,B50T73,6,T64,4007T66P01,4017T24P01,,,,SpaceCraft,,,,," $2,780 ","$2,682.69","$2,588.80","$2,537.02","$2,486.28","$2,436.56","$2,387.82",
341,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,405,B50T1143,6,J85,4011T06G08,4011T06P01,,2355D01,,Barnes,,,,, $543 ,$540.57,$537.87,$527.11,$516.57,$506.24,$496.11,COS is 1=6
346,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,LM2500,9688M16P05 / P06,4013077-946P02,,,,XAE,,,,," $1,862 ","$1,796.69","$1,733.81","$1,699.13","$1,665.15","$1,631.85","$1,599.21",
348,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,CF6,4013080-757P01,4013080-757P01,,,,GE Aviation,,,,, $494 ,$491.98,$489.52,$479.73,$470.13,$460.73,$451.52,
365,Base - 1,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,10,F110,4013196-890P02,TF4013196-890P02,,,,Numet,,,,," $1,857 ","$1,782.44","$1,711.15","$1,676.92","$1,643.39","$1,610.52","$1,578.31",
367,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,LM2500+,L50645P01,4013201-813P01,1212111,,,XAE,,,,," $5,935 ","$5,726.93","$5,526.49","$5,415.96","$5,307.64","$5,201.48","$5,097.45",
381,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,CF6,4013382-514P01,4013382-378P03,,,,TEI,,,,," $13,280 ","$12,815.40","$12,366.86","$12,119.52","$11,877.13","$11,639.59","$11,406.80",
384,Base - 1,SFC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2 CHM,C50TF39,6,F404/F414,4013382-635P01,4013382-635P01,,,,GE Aviation,,,,," $1,337 ","$1,283.98","$1,232.62","$1,207.97","$1,183.81","$1,160.13","$1,136.93",
385,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,CF6,4013382-683P01,4013382-682P01,,,,TEI,,,,," $6,330 ","$6,108.06","$5,894.28","$5,776.40","$5,660.87","$5,547.65","$5,436.70",
387,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,9.5,GE90-94B,4013382-755P01,4013431-015P03,,,,UEC-WB,,,,," $17,095 ","$16,496.92","$15,919.53","$15,601.14","$15,289.12","$14,983.34","$14,683.67",
397,Base - 1,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,LM2500+,4013382-922P04,4013382-922P04,,,,GE Aviation,,,,," $1,305 ","$1,259.36","$1,215.28","$1,190.97","$1,167.15","$1,143.81","$1,120.94",
398,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5706,8,LM2500+,4013382-924P02,4013382-924P02,,,,GE Aviation,,,,," $5,679 ","$5,479.86","$5,288.06","$5,182.30","$5,078.65","$4,977.08","$4,877.54",
399,Base - 1,FRV,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP,AMS 5706,12,LM2500+,4013382-925P02,4013382-925P02,,,,GE Aviation,,,,," $7,264 ","$7,009.70","$6,764.36","$6,629.08","$6,496.49","$6,366.57","$6,239.23",
400,Base - 1,FRV,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-2-4-2,B50TF22A,13,F110,4013382-943P01,4013382-943P01,,,,UEC-TH,,,,," $14,818 ","$14,225.51","$13,656.49","$13,383.36","$13,115.69","$12,853.38","$12,596.31",
410,Base - 1,FRC,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,CF6,1649M18P01,4013436-659P01,,,,Shenyang Liming,,,,," $1,739 ","$1,669.29","$1,602.52","$1,570.47","$1,539.06","$1,508.28","$1,478.11",
412,Base - 1,FRC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,6,CFM56-5C/7,9977010-855P03,4013522-238P01,GE-4013522-238P01,,,Shenyang Liming,TSS,,,, $973 ,$938.62,$905.77,$887.65,$869.90,$852.50,$835.45,
416,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,304,AMS 5647,12,LM6000,L47023P05 / P06,4013522-263P01,L47023G04-FRG,,,XAE,,,,," $1,416 ","$1,409.28","$1,402.23","$1,374.19","$1,346.70","$1,319.77","$1,293.37",
422,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,6,F414,4013522-281P01,4013522-281P01F,,,,SpaceCraft,,,,, $494 ,$476.26,$459.59,$450.40,$441.39,$432.56,$423.91,
425,Base - 1,FRC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,8,CF34-8,2070M73G03 / 4013522-324P01,4013522-323P01,,,,Shenyang Liming,,,,," $3,549 ","$3,424.84","$3,249.00","$3,184.02","$3,120.34","$3,057.93","$2,996.77",GE requested transfer from SFC to FRC by 1/2013-reduced VA by 5% per MOA
431,Base - 1,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,4340VAR,AMS 6414,6,GE90-94B/115B,2041M49P01,4013522-351P01,,,,XAE,Evergreen,,,, $138 ,$137.38,$136.70,$133.96,$131.28,$128.66,$126.08,Evergreen is new machine source and  using bar
434,Base - 1,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,722,B50T73,6,T58,4013T53G02,0,,,,APPI,,,,," $2,668 ","$2,574.58","$2,484.47","$2,434.78","$2,386.09","$2,338.37","$2,291.60",
435,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,WASP R,C50TF90,3,T58,4013T87P02,5127T20P01,,,,Jet Industries,,,,, $585 ,$564.89,$545.12,$534.22,$523.54,$513.07,$502.80,
437,Base - 1,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,LM2500,4014M39G01, L50516P01,,2502D03,,XAE,,,,," $1,217 ","$1,210.64","$1,147.00","$1,124.06","$1,101.58","$1,079.55","$1,057.96",GE requested transfer from FRM to FRC by 1/2013-reduced VA by 5% per MOA
438,Base - 1,FRC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,8,LM2500,4014M39G01,L50609P01,,2502D04,,XAE,,,,, $718 ,$714.83,$678.00,$664.44,$651.15,$638.13,$625.37,GE requested transfer from FRM to FRC by 1/2013-reduced VA by 5% per MOA
439,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,4,T58,4014T08P01,4014T08P01SR,,,,UEC-Asheville,,,,, $483 ,$466.09,$449.78,$440.78,$431.97,$423.33,$414.86,
443,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF103,4,CF34-8,4019T38P01,5127T01P01,1200837,,,Jet Industries,FAST,,,, $418 ,$402.90,$388.80,$381.02,$373.40,$365.93,$358.61,
444,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,A286,AMS 5732,3,CF34,4019T65P01,TF4019T65P01,910515001,,,B&F,,,,, $96 ,$95.17,$94.69,$92.80,$90.94,$89.12,$87.34,
448,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,6,T64,4050T90G01,4050T90G01MR10,,,,UEC-Asheville,,,,," $3,874 ","$3,738.23","$3,607.39","$3,535.24","$3,464.54","$3,395.25","$3,327.34",
449,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,6,T64,4050T91P01,4050T91P01MR10,1204639,,,UEC-Asheville,,,,," $3,664 ","$3,535.70","$3,411.95","$3,343.72","$3,276.84","$3,211.30","$3,147.08",
452,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,4,LM1600,4055T92P01,17A137-316P01,1200852,,,FAST,Moeller,,,, $454 ,$452.03,$449.77,$440.77,$431.96,$423.32,$414.85,
453,Base - 1,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,6,F404,4064T17P02/P03,4064T17P02,1208875,,,Demusz,Sun Country,,,," $1,196 ","$1,148.13","$1,102.20","$1,080.16","$1,058.56","$1,037.38","$1,016.64",
455,Base - 2,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,6,NA,4077T53P01,4077T53P01,1213371,,,Sun Country,,,,," $1,304 ","$1,251.92","$1,201.84","$1,177.80","$1,154.25","$1,131.16","$1,108.54",
456,Base - 1,FRM,-4.00%,-4.00%,-4.00%,-2.00%,-2.00%,-2.00%,-2.00%,Ti,Ti 6-4,AMS 4928,8,F404,4080T44P01,4080T44 P01-FRG,1212692,,,Paradigm,,,,," $3,934 ","$3,776.77","$3,625.69","$3,553.18","$3,482.12","$3,412.47","$3,344.23",
457,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,909,C50TF95,6,CT7/T700,4088T35P02,4088T35P02,,,,Moeller,,,,," $1,048 ","$1,011.33",$975.93,$956.41,$937.28,$918.54,$900.17,
459,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,AMS 5663,4,F414,4092T43P03,4092T43P02,1201121,,,Jet Industries,,,,, $284 ,$273.78,$264.20,$258.92,$253.74,$248.67,$243.69,
475,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,12,GE90-94B,4096694-166 / 4096698-036,4096697-986P03,,,,Paradigm-AZ,,,,," $2,215 ","$2,137.21","$2,062.41","$2,021.16","$1,980.74","$1,941.12","$1,902.30",COS is parted singles
480,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CFM56-2/3,4096694-846P01,0,1212693,,,UEC-WB,,,,, $440 ,$424.57,$409.71,$401.52,$393.49,$385.62,$377.91,
481,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,6,CFM56-2/3,4096694-847P01,0,1212699,,,UEC-WB,,,,, $466 ,$449.38,$433.65,$424.98,$416.48,$408.15,$399.99,
482,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,3,T700,4096694-903P02,0,,,,UEC-WB,,,,, $155 ,$149.47,$144.24,$141.35,$138.53,$135.76,$133.04,
483,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,3,T700,4096694-904P02,0,,,,UEC-WB,,,,, $166 ,$160.45,$154.83,$151.73,$148.70,$145.73,$142.81,
484,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,3,T700,4096694-905P01/P02,4096694-905P01,1212702,,,UEC-WB,Moeller,,,, $158 ,$152.94,$147.59,$144.64,$141.75,$138.91,$136.13,
488,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,6,CFE738,4096708-584P06/P07,4096708-584P01,1201751,,,B&F,Jet Industries,,,, $786 ,$758.57,$732.02,$717.38,$703.04,$688.97,$675.20,
489,Base - 1,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,4,CFE738,4096708-585P05,4096708-585P01,,,,Jet Industries,,,,, $887 ,$856.43,$826.45,$809.93,$793.73,$777.85,$762.30,
490,Base - 2,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,600,AMS 5665,4,CFE738,4096708-586P03,TF4096708-586P03,,,,,,,,, $803 ,$775.37,$748.23,$733.27,$718.60,$704.23,$690.14,
493,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF104,6,CF34,4096T81P01,4096T81P01,,,,GE Aviation,,,,," $1,840 ","$1,775.82","$1,713.66","$1,679.39","$1,645.80","$1,612.88","$1,580.63",
494,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,C50TF6,4,CF34-8,4124T53G02,4048T56P02,,,,Moeller,Jet Industries,Turbomecanica,XAE,, $694 ,$669.39,$645.96,$633.04,$620.38,$607.98,$595.82,
496,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,7.5,CF34,4128T12P01,4128T12,,TF4128T12,,UEC-Orillia,TCT,Sun Country,,, $354 ,$352.39,$350.63,$343.61,$336.74,$330.01,$323.41,Price is for 1=4 sleeve
498,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,7,CF34,4128T13P02,4128T13,,TF4128T13,,UEC-Orillia,,,,, $198 ,$197.01,$196.03,$192.11,$188.27,$184.50,$180.81,
499,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,7.5,CF34,4128T14P01,4128T14,,TF4128T14,,UEC-Orillia,,,,, $229 ,$227.85,$226.71,$222.17,$217.73,$213.37,$209.11,
500,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,6.5,CF34,5129T68P01,4128T15P01,,,,UEC-WB,Sun Country,TCT,,, $267 ,$265.50,$264.17,$258.89,$253.71,$248.64,$243.66,"New finished pn listed, previously 4128T15P01"
501,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,6,CF34,5129T68P02,4128T15P02,,,,TCT,,,,, $325 ,$323.42,$321.81,$315.37,$309.06,$302.88,$296.83,"New finished pn listed, previously 4128T15P02"
502,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,2219,AMS 4143,6.5,CF34,5129T69P01,4128T16P01,,,,UEC-WB,TCT,,,, $248 ,$247.15,$245.92,$241.00,$236.18,$231.46,$226.83,"New finished pn listed, previously 4128T16P01"
503,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,7175,AMS 4311,7,CF34,4129T13G03,4096692-676P01,,,,Paradigm,,,,, $101 ,$100.41,$99.90,$97.91,$95.95,$94.03,$92.15,
504,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,10,CF34-8,4138T07P04 / P03,45059901,,,,UEC-Suzhou,FAST,,,," $11,212 ","$10,819.91","$10,441.21","$10,232.39","$10,027.74","$9,827.18","$9,630.64",
506,Base - 1,FMI,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,R41,B50TF110,8,F414,4150T55P01,4150T55P01MR10,,,,UEC-Asheville,,,,," $2,866 ","$2,766.04","$2,669.23","$2,615.84","$2,563.53","$2,512.26","$2,462.01",
507,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,4,CT7,4905T89P01,TF4905T89P01,1209289,,,B&F,,,,, $392 ,$378.27,$365.03,$357.73,$350.58,$343.57,$336.69,
508,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718TM,C50TF103,6,T58,5010T95P02,5127T22P01,871204225,,,B&E,Moeller,,,, $950 ,$916.73,$884.65,$866.96,$849.62,$832.62,$815.97,
515,Base - 1,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,7,CF34/TF34,5026T62G11-12,9899539-426P02,,,,Sun Country,,,,, $209 ,$207.57,$206.53,$202.40,$198.35,$194.39,$190.50,
516,Base - 2,FMI,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,19.5,CF34,5026T64G11-14,9899539-426P01,0104302,,,Sun Country,,,,, $201 ,$199.85,$198.85,$194.87,$190.97,$187.15,$183.41,
517,Base - 1,SFC,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,Al,6061,AMS 4127,7,CF34/TF34,5026T65G05,9899539-426P03,,,,Sun Country,,,,, $152 ,$151.58,$150.82,$147.80,$144.84,$141.95,$139.11,
518,Base - 1,FRM,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,HAST X,AMS 5754,8,LM1600,5030T87G01,F1315-1,1212686,,,Steel Tool,,,,," $1,284 ","$1,238.86","$1,195.50","$1,171.59","$1,148.16","$1,125.19","$1,102.69",
519,Base - 1,FRM,-0.50%,-0.50%,-0.50%,-2.00%,-2.00%,-2.00%,-2.00%,St,17.4PH,AMS 5643,6,F404/LM1600,5031T16P02,17A137-315P01,871204303,,,Hansen,,,,, $291 ,$289.89,$288.44,$282.68,$277.02,$271.48,$266.05,
521,Base - 1,SFC,-3.50%,-3.50%,-3.50%,-2.00%,-2.00%,-2.00%,-2.00%,Ni,718,B50TF15,4,F404,5032T09P02,5032T09P02-FRG,,,,Paradigm,Spacecraft,,,, $916 ,$884.29,$853.34,$836.27,$819.54,$803.15,$787.09,
